"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2932","invalid login test with JSON data - invalid@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3643","verify search results count - imac - iMac","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","377","get user test","chromium","2026-07-01","passed","2026-07-01","","api/users.api.spec.ts","",""
"","4559","verify user is able to land on the product page - macbook - MacBook Air","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","3772","verify search results count - macbook - MacBook Air","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","284","mock search data api","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","2922","invalid login test with excel data - abccc@gmail.com @sanity","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3202","comp logo exists on product page @sanity","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","2898","invalid login test with - invalid@open.com - wrong123","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3141","logout link exist test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","2304","login page title test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","2995","invalid login test with - - pw1234","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3178","home page headers exist test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","347","Update a user test","chromium","2026-07-01","passed","2026-07-01","","api/users.api.spec.ts","",""
"","2983","invalid login test with - pwtestbatch@open.com -","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4715","verify product images count @sanity","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3228","invalid login test with JSON data - pwbatchtest@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4731","verify product Information/Data","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3265","home page title test","chromium","2026-07-01","passed","2026-07-01","","homepage.spec.ts","",""
"","1995","DELETE - delete a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","3149","intercept and log requests","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","3119","invalid login test with JSON data - wrong@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","2390","comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","350","PUT API -- Update a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","1685","POST - create a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","2751","invalid login test with excel data - @sanity","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","342","GET -- get all users @smoke","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","3795","verify search results count - macbook - MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","4576","verify user is able to land on the product page - imac - iMac","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","445","DELETE API -- Delete a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","278","mock search page with fake HTML","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","719","GET -- get location data","chromium","2026-07-01","passed","2026-07-01","","api/amadeus.oauth2.spec.ts","",""
"","323","Delete a user test","chromium","2026-07-01","passed","2026-07-01","","api/users.api.spec.ts","",""
"","4215","login to app using wrong credentials with Data driven test","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","1067","PUT - update a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","3076","comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","3013","footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","3140","footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","2217","footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","3083","user is able to login to app test @regression","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","696","GET -- get a user @smoke","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","359","GET API -- get all users","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","365","create a user test","chromium","2026-07-01","passed","2026-07-01","","api/users.api.spec.ts","",""
"","2498","forgot pwd link exist test @regression","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
"","4562","verify user is able to land on the product page - macbook - MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","408","POST API -- create a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","2966","invalid login test with excel data - pwbatchtest@open.com @sanity","chromium","2026-07-01","passed","2026-07-01","","loginpage.spec.ts","",""
